Lista de Materiales — tal como la entregó Sistemas;;;;
56.207 líneas: Modelo -> Insumo -> Cantidad por unidad. Es el insumo base de todos los cálculos de este archivo.;;;;
;;;;
Modelo (base);Insumo (materia prima);Cantidad por unidad;UdM;
ONIX RINCONERO 2 CPO INV;BASE DESPLAZABLE (2PZA);2;Units;
ONIX RINCONERO 2 CPO INV;CABECEROS (2PZA);2;Units;
ONIX RINCONERO 2 CPO INV;CABECEROS (3 PZA);1;Units;
ONIX RINCONERO 2 CPO INV;CADENA NYLON N 5 (ESTANDAR);14,14;m;
ONIX RINCONERO 2 CPO INV;CINCHA ELASTICA ASIENTO;12,65;m;
ONIX RINCONERO 2 CPO INV;DESLIZADOR NRO 5;14;Units;
ONIX RINCONERO 2 CPO INV;ENGANCHADORES;2;Units;
ONIX RINCONERO 2 CPO INV;GRAMPA 84/14;0,88;Unidad de Mil;
ONIX RINCONERO 2 CPO INV;GRAMPA 84/8;1,75;Unidad de Mil;
ONIX RINCONERO 2 CPO INV;GRAMPA 92/40;0,8;Unidad de Mil;
ONIX RINCONERO 2 CPO INV;GUATA 100G 150M;3,92;m;
ONIX RINCONERO 2 CPO INV;GUATA 200G 150M;1,87;m;
ONIX RINCONERO 2 CPO INV;LIENZO TNT 75 ANCHO (ALPILL);2,46;m;
ONIX RINCONERO 2 CPO INV;LIENZO TNT 110 ANCHO (ALPILL);3,24;m;
ONIX RINCONERO 2 CPO INV;NYLON BOLSA 189X280X80 (LEAN);2;Units;
ONIX RINCONERO 2 CPO INV;PCP-65 (REGATON 70X65);3;Units;
ONIX RINCONERO 2 CPO INV;PLANCHA CARTON 2500X1610 (ONIX;4;Units;
ONIX RINCONERO 2 CPO INV;PRECINTO 200X3.6;24;Units;
ONIX RINCONERO 2 CPO INV;REGATON BASTON 10*80P/PRECINTO;24;Units;
ONIX RINCONERO 2 CPO INV;TNT 30G - 1,5M - BLANCO;7,84;m;
ONIX RINCONERO 2 CPO INV;TNT 60G - 1,5M - BLANCO/NEGRO;0,1;m;
ONIX RINCONERO 2 CPO INV;TORNILLO P/MADERA 3.5X25;52;Units;
ONIX RINCONERO 2 CPO INV;FLA 53-70 (TACO ALTO);8;Units;
ZARO CONJ 1 (B+V) BASE;CORTE DE TELA 1;1;Units;
ZARO CONJ 1 (B+V) BASE;LISTON 1X2X0,630;1,03;ft²;
ZARO CONJ 1 (B+V) BASE;LISTON 1X2X0,090;1,97;ft²;
ZARO CONJ 1 (B+V) BASE;LISTON 1X2X1,850;8,68;ft²;
ZARO CONJ 1 (B+V) BASE;LISTON 1X2X2,300;8,11;ft²;
ZARO CONJ 1 (B+V) BASE;LISTON 1X3X1,850;0,8;ft²;
ZARO CONJ 1 (B+V) BASE;LISTON 1X3X2,220;15,21;ft²;
ZARO CONJ 1 (B+V) BASE;LISTON 1X4X2,220;4,06;ft²;
ZARO CONJ 1 (B+V) BASE;MDF 15MM;1,37;m²;
ZARO CONJ 1 (B+V) BASE;CHAPADUR 3MM                  ;0,26;m²;
ZARO CONJ 1 (B+V) BASE;AMINA                         ;20,8979;g;
ZARO CONJ 1 (B+V) BASE;TDI (DI ISIOCANATO DE TOLUENO);5765,7439;g;
ZARO CONJ 1 (B+V) BASE;PASTA AMARILLA;3,9832;g;
ZARO CONJ 1 (B+V) BASE;T9 (OCTOATO DE ESTAAÑO)       ;24,5741;g;
ZARO CONJ 1 (B+V) BASE;VORANOL 3011 (POLIOL)         ;10445,3089;g;
ZARO CONJ 1 (B+V) BASE;CLORURO DE METILENO           ;291,9609;g;
ZARO CONJ 1 (B+V) BASE;SILICONA2 - B 8123 / 580      ;51,8965;g;
ZARO CONJ 1 (B+V) BASE;PASTA NEGRA;27,6668;g;
ZARO CONJ 1 (B+V) BASE;SILICONA1 B 8228 - 594        ;79,0972;g;
ZARO CONJ 1 (B+V) BASE;Cascara;4,72;kg;
ZARO CONJ 1 (B+V) BASE;ABROJO FELPA NRO 2 (ESTANDAR);12,22;m;
ZARO CONJ 1 (B+V) BASE;ABROJO PINCHE NRO 2 (ESTANDAR);12,22;m;
ZARO CONJ 1 (B+V) BASE;ARANDELA PLANA 5/16;18;Units;
ZARO CONJ 1 (B+V) BASE;AUT HEX. MAD P AGU T2 12X2;18;Units;
ZARO CONJ 1 (B+V) BASE;BULON CABEZA RED C/C 1/4X3;9;Units;
ZARO CONJ 1 (B+V) BASE;CADENA NYLON N 5 (ESTANDAR);3,6;m;
ZARO CONJ 1 (B+V) BASE;CARTON TIRA;13;Units;
ZARO CONJ 1 (B+V) BASE;CEMENTO SOLIDEX 0777 FC 0782MV;1;kg;
ZARO CONJ 1 (B+V) BASE;CINCHA ELASTICA ASIENTO;31,73;m;
ZARO CONJ 1 (B+V) BASE;DESLIZADOR NRO 5;4;Units;
ZARO CONJ 1 (B+V) BASE;ETIQUETA BORDAD LIVING;2;Units;
ZARO CONJ 1 (B+V) BASE;FORRO 21MM (ESTANDAR);12,5;m;
ZARO CONJ 1 (B+V) BASE;GRAMPA 114/40;0,7;Unidad de Mil;
ZARO CONJ 1 (B+V) BASE;GRAMPA 84/14;2;Unidad de Mil;
ZARO CONJ 1 (B+V) BASE;GRAMPA 84/8;3,25;Unidad de Mil;
ZARO CONJ 1 (B+V) BASE;GUATA 100G 150M;4,42;m;
ZARO CONJ 1 (B+V) BASE;GUATA 200G 150M;4,34;m;
ZARO CONJ 1 (B+V) BASE;HILO VAHE (ESTANDAR) X;100;m;
ZARO CONJ 1 (B+V) BASE;LIENZO ALPILLERA 0.50;10,11;m;
ZARO CONJ 1 (B+V) BASE;LIENZO TNT 75 ANCHO (ALPILL);1,15;m;
ZARO CONJ 1 (B+V) BASE;LIENZO TNT 110 ANCHO (ALPILL);4,13;m;
ZARO CONJ 1 (B+V) BASE;NYLON BOLSA 189X330X80 (LEAN);2;Units;
ZARO CONJ 1 (B+V) BASE;PCP-35(REGATON 70X35);2;Units;
ZARO CONJ 1 (B+V) BASE;TNT 120G - 1,5M - BLANCO/NEGRO;9,31;m;
ZARO CONJ 1 (B+V) BASE;TNT 30G - 1,5M - BLANCO;9,19;m;
ZARO CONJ 1 (B+V) BASE;TUERCA HEX. 1/4;9;Units;
ZARO CONJ 1 (B+V) BASE;FLP 05-40 (REG100X100X40);8;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);CORTE DE TELA 1;1;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);LISTON 1X2X1,850;6,68;ft²;
CHESTERFIELD SOFA 2/3 CPO (STD);LISTON 1X2X0,700;3,06;ft²;
CHESTERFIELD SOFA 2/3 CPO (STD);LISTON 1X2X1,520;11,64;ft²;
CHESTERFIELD SOFA 2/3 CPO (STD);LISTON 1X3X1,850;0,41;ft²;
CHESTERFIELD SOFA 2/3 CPO (STD);LISTON 1X3X0,700;1,15;ft²;
CHESTERFIELD SOFA 2/3 CPO (STD);MDF 9MM                       ;1,39;m²;
CHESTERFIELD SOFA 2/3 CPO (STD);CHAPADUR 3MM                  ;0,47;m²;
CHESTERFIELD SOFA 2/3 CPO (STD);AMINA                         ;7,777;g;
CHESTERFIELD SOFA 2/3 CPO (STD);TDI (DI ISIOCANATO DE TOLUENO);2431,7584;g;
CHESTERFIELD SOFA 2/3 CPO (STD);PASTA AMARILLA;0,676;g;
CHESTERFIELD SOFA 2/3 CPO (STD);T9 (OCTOATO DE ESTAAÑO)       ;9,595;g;
CHESTERFIELD SOFA 2/3 CPO (STD);VORANOL 3011 (POLIOL)         ;3777,7457;g;
CHESTERFIELD SOFA 2/3 CPO (STD);CLORURO DE METILENO           ;116,7387;g;
CHESTERFIELD SOFA 2/3 CPO (STD);SILICONA2 - B 8123 / 580      ;33,3355;g;
CHESTERFIELD SOFA 2/3 CPO (STD);PASTA NEGRA;6,9167;g;
CHESTERFIELD SOFA 2/3 CPO (STD);SILICONA1 B 8228 - 594        ;19,7743;g;
CHESTERFIELD SOFA 2/3 CPO (STD);VORANOL 3943 (COPO)           ;584,6716;g;
CHESTERFIELD SOFA 2/3 CPO (STD);Cascara;2,36;kg;
CHESTERFIELD SOFA 2/3 CPO (STD);AUT HEX. MAD P AGU T2 12X2;10;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);CADENA NYLON N 5 (ESTANDAR);1,96;m;
CHESTERFIELD SOFA 2/3 CPO (STD);CINCHA ELASTICA ASIENTO;6;m;
CHESTERFIELD SOFA 2/3 CPO (STD);DESLIZADOR NRO 5;2;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);GRAMPA 114/40;0,42;Unidad de Mil;
CHESTERFIELD SOFA 2/3 CPO (STD);GRAMPA 84/14;0,5;Unidad de Mil;
CHESTERFIELD SOFA 2/3 CPO (STD);GRAMPA 84/8;3;Unidad de Mil;
CHESTERFIELD SOFA 2/3 CPO (STD);GUATA 200G 150M;1,25;m;
CHESTERFIELD SOFA 2/3 CPO (STD);HILO VAHE (ESTANDAR) X;50;m;
CHESTERFIELD SOFA 2/3 CPO (STD);HORMILLA NRO 18;129;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);LIENZO TNT 90 ANCHO (ALPILL);2,12;m;
CHESTERFIELD SOFA 2/3 CPO (STD);NYLON BOLSA 189X330X80 (LEAN);1;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);SOGA PLASTICA NRO 4;10;m;
CHESTERFIELD SOFA 2/3 CPO (STD);TACHA TAPICERIA DE 19MM;125;Units;
CHESTERFIELD SOFA 2/3 CPO (STD);TNT 120G - 1,5M - BLANCO/NEGRO;0,59;m;
CHESTERFIELD SOFA 2/3 CPO (STD);"FLM 38-70 - ""4G"" -(WENGUE)";5;Units;
TULIO SOFA 1 CPO;CORTE DE TELA 1;1;Units;
TULIO SOFA 1 CPO;FLM 37-170( NATURAL);4;Units;
TULIO SOFA 1 CPO;LISTON 1X2X0,630;0,69;ft²;
TULIO SOFA 1 CPO;LISTON 1X3X1,850;1,11;ft²;
TULIO SOFA 1 CPO;LISTON 1X2X1,850;2,48;ft²;
TULIO SOFA 1 CPO;MDF 9MM                       ;1,67;m²;
TULIO SOFA 1 CPO;CHAPADUR 3MM                  ;0,28;m²;
TULIO SOFA 1 CPO;AMINA                         ;2,1668;g;
TULIO SOFA 1 CPO;TDI (DI ISIOCANATO DE TOLUENO);636,9538;g;
TULIO SOFA 1 CPO;PASTA AMARILLA;0,884;g;
TULIO SOFA 1 CPO;T9 (OCTOATO DE ESTAAÑO)       ;2,876;g;
TULIO SOFA 1 CPO;VORANOL 3011 (POLIOL)         ;1082,1297;g;
TULIO SOFA 1 CPO;CLORURO DE METILENO           ;64,7955;g;
TULIO SOFA 1 CPO;SILICONA2 - B 8123 / 580      ;11,5175;g;
TULIO SOFA 1 CPO;PASTA NEGRA;1,8557;g;
TULIO SOFA 1 CPO;SILICONA1 B 8228 - 594        ;5,3053;g;
TULIO SOFA 1 CPO;Cascara;2,68;kg;
TULIO SOFA 1 CPO;AUT HEX. MAD P AGU T2 12X2;10;Units;
TULIO SOFA 1 CPO;CINCHA ELASTICA ASIENTO;4,28;m;
TULIO SOFA 1 CPO;DESLIZADOR NRO 5;1;Units;
TULIO SOFA 1 CPO;ETIQUETA BORDAD LIVING;1;Units;
TULIO SOFA 1 CPO;FORRO 21MM (ESTANDAR);6,25;m;
TULIO SOFA 1 CPO;GRAMPA 84/14;0,38;Unidad de Mil;
TULIO SOFA 1 CPO;GRAMPA 84/8;0,75;Unidad de Mil;
TULIO SOFA 1 CPO;GRAMPA 92/40;0,3;Unidad de Mil;
TULIO SOFA 1 CPO;GUATA 100G 150M;0,53;m;
TULIO SOFA 1 CPO;HILO VAHE (ESTANDAR) X;50;m;
TULIO SOFA 1 CPO;NYLON BOLSA 189X215X80 (LEAN);1;Units;
TULIO SOFA 1 CPO;TNT 120G - 1,5M - BLANCO/NEGRO;0,81;m;
TULIO SOFA 1 CPO;TNT 60G - 1,5M - BLANCO/NEGRO;0,6;m;
TULIO SOFA 1 CPO;TORNILLO P/MADERA 3.5X25;16;Units;
VELVET SOFA 1 CPO (STD);CORTE DE TELA 1;1;Units;
VELVET SOFA 1 CPO (STD);FLM 37-170(WENGUE) 294;4;Units;
VELVET SOFA 1 CPO (STD);LISTON 1X2X1,850;7,33;ft²;
VELVET SOFA 1 CPO (STD);LISTON 1X3X1,850;1,33;ft²;
VELVET SOFA 1 CPO (STD);MDF 9MM                       ;1,67;m²;
VELVET SOFA 1 CPO (STD);CHAPADUR 3MM                  ;0,59;m²;
VELVET SOFA 1 CPO (STD);AMINA                         ;2,9672;g;
VELVET SOFA 1 CPO (STD);TDI (DI ISIOCANATO DE TOLUENO);826,1002;g;
VELVET SOFA 1 CPO (STD);PASTA AMARILLA;0,6552;g;
VELVET SOFA 1 CPO (STD);T9 (OCTOATO DE ESTAAÑO)       ;3,5516;g;
VELVET SOFA 1 CPO (STD);VORANOL 3011 (POLIOL)         ;1482,9131;g;
VELVET SOFA 1 CPO (STD);CLORURO DE METILENO           ;48,0249;g;
VELVET SOFA 1 CPO (STD);SILICONA2 - B 8123 / 580      ;8,5365;g;
VELVET SOFA 1 CPO (STD);PASTA NEGRA;3,7355;g;
VELVET SOFA 1 CPO (STD);SILICONA1 B 8228 - 594        ;10,6795;g;
VELVET SOFA 1 CPO (STD);Cascara;2,36;kg;
VELVET SOFA 1 CPO (STD);AUT HEX. MAD P AGU T2 12X2;4;Units;
VELVET SOFA 1 CPO (STD);CEMENTO SOLIDEX 0777 FC 0782MV;0,3;kg;
VELVET SOFA 1 CPO (STD);CINCHA ELASTICA ASIENTO;1,85;m;
VELVET SOFA 1 CPO (STD);CINCHA ELASTICA RESPALDO;1,32;m;
VELVET SOFA 1 CPO (STD);ETIQUETA BORDAD LIVING;1;Units;
VELVET SOFA 1 CPO (STD);FORRO 21MM (ESTANDAR);6,25;m;
VELVET SOFA 1 CPO (STD);GRAMPA 114/40;0,14;Unidad de Mil;
VELVET SOFA 1 CPO (STD);GRAMPA 84/14;0,5;Unidad de Mil;
VELVET SOFA 1 CPO (STD);GRAMPA 84/8;0,88;Unidad de Mil;
VELVET SOFA 1 CPO (STD);GUATA 200G 150M;0,84;m;
VELVET SOFA 1 CPO (STD);HILO VAHE (ESTANDAR) X;50;m;
VELVET SOFA 1 CPO (STD);LIENZO TNT 75 ANCHO (ALPILL);0,53;m;
VELVET SOFA 1 CPO (STD);NYLON BOLSA 189X215X80 (LEAN);1;Units;
VELVET SOFA 1 CPO (STD);TNT 60G - 1,5M - BLANCO/NEGRO;0,36;m;
VELVET SOFA 1 CPO (STD);TORNILLO P/MADERA 3.5X25;16;Units;
ONIX ESQUINA;CORTE DE TELA 1;1;Units;
ONIX ESQUINA;LISTON 1X2X0,580;1,59;ft²;
ONIX ESQUINA;LISTON 1X2X1,850;6,5;ft²;
ONIX ESQUINA;LISTON 1X3X0,800;1,97;ft²;
ONIX ESQUINA;MDF 15MM;2,19;m²;
ONIX ESQUINA;CHAPADUR 3MM                  ;0,29;m²;
ONIX ESQUINA;AMINA                         ;7,9274;g;
ONIX ESQUINA;TDI (DI ISIOCANATO DE TOLUENO);1960,9407;g;
ONIX ESQUINA;PASTA AMARILLA;1,3832;g;
ONIX ESQUINA;T9 (OCTOATO DE ESTAAÑO)       ;9,2626;g;
ONIX ESQUINA;VORANOL 3011 (POLIOL)         ;3356,156;g;
ONIX ESQUINA;CLORURO DE METILENO           ;165,6303;g;
ONIX ESQUINA;SILICONA2 - B 8123 / 580      ;18,0215;g;
ONIX ESQUINA;VORANOL 3943 (COPO)           ;402,2013;g;
ONIX ESQUINA;SILICONA1 B 8228 - 594        ;33,7381;g;
ONIX ESQUINA;PASTA ROJA                    ;1,734;g;
ONIX ESQUINA;PASTA NEGRA;0,744;g;
ONIX ESQUINA;PASTA AZUL;2,9884;g;
ONIX ESQUINA;Cascara;2,36;kg;
ONIX ESQUINA;FIBRA HUECA/CONJ/SIL15DX64(VEL;5,2;kg;
ONIX ESQUINA;AUT HEX. MAD P AGU T2 12X1 1/2;12;Units;
ONIX ESQUINA;CABECEROS (3 PZA);2;Units;
ONIX ESQUINA;CADENA NYLON N 5 (ESTANDAR);5,45;m;
ONIX ESQUINA;CEMENTO SOLIDEX 0777 FC 0782MV;0,5;kg;
ONIX ESQUINA;CINCHA ELASTICA ASIENTO;2,83;m;
ONIX ESQUINA;DESLIZADOR NRO 5;6;Units;
ONIX ESQUINA;ENGANCHADORES;4;Units;
ONIX ESQUINA;FILM STRETCH50CM 23 MIC INDUST;0,7;kg;
ONIX ESQUINA;GRAMPA 84/14;0;Unidad de Mil;
ONIX ESQUINA;GRAMPA 84/8;0;Unidad de Mil;
ONIX ESQUINA;GRAMPA 92/40;0;Unidad de Mil;
ONIX ESQUINA;GUATA 100G 150M;1,11;m;
ONIX ESQUINA;LIENZO TNT 75 ANCHO (ALPILL);2,28;m;
ONIX ESQUINA;LIENZO TNT 110 ANCHO (ALPILL);1,29;m;
ONIX ESQUINA;NYLON BOLSA 189X280X80 (LEAN);1;Units;
ONIX ESQUINA;PLANCHA CARTON 2500X1610 (ONIX;1;Units;
ONIX ESQUINA;PRECINTO 200X3.6;1;Units;
ONIX ESQUINA;REGATON BASTON 10*80P/PRECINTO;1;Units;
ONIX ESQUINA;TNT 30G - 1,5M - BLANCO;12,61;m;
ONIX ESQUINA;TORNILLO P/MADERA 3.5X25;40;Units;
ONIX ESQUINA;FLA 53-70 (TACO ALTO);4;Units;
TIAGO RINCONERO INV;CORTE DE TELA 1;1;Units;
TIAGO RINCONERO INV;LISTON 1X2X1,850;6,67;ft²;
TIAGO RINCONERO INV;LISTON 1X2X0,720;0,39;ft²;
TIAGO RINCONERO INV;LISTON 1X2X1,460;3,99;ft²;
TIAGO RINCONERO INV;LISTON 1X3X1,850;16,62;ft²;
TIAGO RINCONERO INV;MDF 15MM;5,24;m²;
TIAGO RINCONERO INV;AMINA                         ;30,209;g;
TIAGO RINCONERO INV;TDI (DI ISIOCANATO DE TOLUENO);7493,6726;g;
TIAGO RINCONERO INV;PASTA AMARILLA;9,7396;g;
TIAGO RINCONERO INV;T9 (OCTOATO DE ESTAAÑO)       ;32,2742;g;
TIAGO RINCONERO INV;VORANOL 3011 (POLIOL)         ;13705,1987;g;
TIAGO RINCONERO INV;CLORURO DE METILENO           ;701,1127;g;
TIAGO RINCONERO INV;SILICONA2 - B 8123 / 580      ;159,5953;g;
TIAGO RINCONERO INV;PASTA NEGRA;21,1839;g;
TIAGO RINCONERO INV;SILICONA1 B 8228 - 594        ;60,5631;g;
TIAGO RINCONERO INV;PASTA ROJA                    ;6,3804;g;
TIAGO RINCONERO INV;Cascara;4,72;kg;
TIAGO RINCONERO INV;AUT HEX. MAD P AGU T2 12X1 1/2;41;Units;
TIAGO RINCONERO INV;AUT HEX. MAD P AGU T2 12X3;35;Units;
TIAGO RINCONERO INV;CADENA NYLON N 5 (ESTANDAR);3,8;m;
TIAGO RINCONERO INV;CEMENTO SOLIDEX 0777 FC 0782MV;1;kg;
TIAGO RINCONERO INV;CINCHA ELASTICA ASIENTO;24,09;m;
TIAGO RINCONERO INV;CINCHA ELASTICA RESPALDO;7;m;
TIAGO RINCONERO INV;DESLIZADOR NRO 5;5;Units;
TIAGO RINCONERO INV;ETIQUETA BORDAD LIVING;2;Units;
TIAGO RINCONERO INV;FORRO 21MM (ESTANDAR);12,5;m;
TIAGO RINCONERO INV;GRAMPA 114/40;0,7;Unidad de Mil;
TIAGO RINCONERO INV;GRAMPA 84/14;2;Unidad de Mil;
TIAGO RINCONERO INV;GRAMPA 84/8;3,25;Unidad de Mil;
TIAGO RINCONERO INV;GUATA 100G 150M;4,74;m;
TIAGO RINCONERO INV;HILO VAHE (ESTANDAR) X;100;m;
TIAGO RINCONERO INV;LIENZO TNT 110 ANCHO (ALPILL);9,4;m;
TIAGO RINCONERO INV;NYLON BOLSA 189X330X80 (LEAN);2;Units;
TIAGO RINCONERO INV;PCA-175;3;Units;
TIAGO RINCONERO INV;"FLA 55-180 (""L"" LARGA)";8;Units;
ZARO CONJ 2 (H+V) BASE;CORTE DE TELA 1;1;Units;
ZARO CONJ 2 (H+V) BASE;LISTON 1X2X0,630;0,69;ft²;
ZARO CONJ 2 (H+V) BASE;LISTON 1X2X0,090;3,94;ft²;
ZARO CONJ 2 (H+V) BASE;LISTON 1X2X1,850;8,49;ft²;
ZARO CONJ 2 (H+V) BASE;LISTON 1X2X2,300;8,11;ft²;
ZARO CONJ 2 (H+V) BASE;LISTON 1X3X1,850;1,59;ft²;
ZARO CONJ 2 (H+V) BASE;LISTON 1X3X2,220;15,21;ft²;
ZARO CONJ 2 (H+V) BASE;LISTON 1X4X2,220;4,06;ft²;
ZARO CONJ 2 (H+V) BASE;MDF 15MM;1,55;m²;
ZARO CONJ 2 (H+V) BASE;CHAPADUR 3MM                  ;0,26;m²;
ZARO CONJ 2 (H+V) BASE;AMINA                         ;21,5171;g;
ZARO CONJ 2 (H+V) BASE;TDI (DI ISIOCANATO DE TOLUENO);5968,2511;g;
ZARO CONJ 2 (H+V) BASE;PASTA AMARILLA;4,4824;g;
ZARO CONJ 2 (H+V) BASE;T9 (OCTOATO DE ESTAAÑO)       ;25,5677;g;
ZARO CONJ 2 (H+V) BASE;VORANOL 3011 (POLIOL)         ;10754,0785;g;
ZARO CONJ 2 (H+V) BASE;CLORURO DE METILENO           ;328,5513;g;
ZARO CONJ 2 (H+V) BASE;SILICONA2 - B 8123 / 580      ;58,4005;g;
ZARO CONJ 2 (H+V) BASE;PASTA NEGRA;27,6668;g;
ZARO CONJ 2 (H+V) BASE;SILICONA1 B 8228 - 594        ;79,0972;g;
ZARO CONJ 2 (H+V) BASE;Cascara;4,72;kg;
ZARO CONJ 2 (H+V) BASE;ABROJO FELPA NRO 2 (ESTANDAR);12,44;m;
ZARO CONJ 2 (H+V) BASE;ABROJO PINCHE NRO 2 (ESTANDAR);12,44;m;
ZARO CONJ 2 (H+V) BASE;ARANDELA PLANA 5/16;20;Units;
ZARO CONJ 2 (H+V) BASE;AUT HEX. MAD P AGU T2 12X2;18;Units;
ZARO CONJ 2 (H+V) BASE;BULON CABEZA RED C/C 1/4X3;12;Units;
ZARO CONJ 2 (H+V) BASE;CADENA NYLON N 5 (ESTANDAR);3,6;m;
ZARO CONJ 2 (H+V) BASE;CARTON TIRA;14;Units;
ZARO CONJ 2 (H+V) BASE;CEMENTO SOLIDEX 0777 FC 0782MV;1;kg;
ZARO CONJ 2 (H+V) BASE;CINCHA ELASTICA ASIENTO;31,72;m;
ZARO CONJ 2 (H+V) BASE;DESLIZADOR NRO 5;4;Units;
ZARO CONJ 2 (H+V) BASE;ETIQUETA BORDAD LIVING;2;Units;
ZARO CONJ 2 (H+V) BASE;FORRO 21MM (ESTANDAR);12,5;m;
ZARO CONJ 2 (H+V) BASE;GRAMPA 114/40;0,7;Unidad de Mil;
ZARO CONJ 2 (H+V) BASE;GRAMPA 84/14;2;Unidad de Mil;
ZARO CONJ 2 (H+V) BASE;GRAMPA 84/8;3,25;Unidad de Mil;
ZARO CONJ 2 (H+V) BASE;GUATA 100G 150M;4,41;m;
ZARO CONJ 2 (H+V) BASE;GUATA 200G 150M;4,34;m;
ZARO CONJ 2 (H+V) BASE;HILO VAHE (ESTANDAR) X;100;m;
ZARO CONJ 2 (H+V) BASE;LIENZO ALPILLERA 0.50;12,26;m;
ZARO CONJ 2 (H+V) BASE;LIENZO TNT 75 ANCHO (ALPILL);2,3;m;
ZARO CONJ 2 (H+V) BASE;LIENZO TNT 110 ANCHO (ALPILL);4,28;m;
ZARO CONJ 2 (H+V) BASE;NYLON BOLSA 189X330X80 (LEAN);2;Units;
ZARO CONJ 2 (H+V) BASE;PCP-35(REGATON 70X35);2;Units;
ZARO CONJ 2 (H+V) BASE;TNT 120G - 1,5M - BLANCO/NEGRO;10,46;m;
ZARO CONJ 2 (H+V) BASE;TNT 30G - 1,5M - BLANCO;9,62;m;
ZARO CONJ 2 (H+V) BASE;TUERCA HEX. 1/4;12;Units;
ZARO CONJ 2 (H+V) BASE;FLP 05-40 (REG100X100X40);8;Units;
MADRID SOFA 2 CPO (+51);CORTE DE TELA 1;1;Units;
MADRID SOFA 2 CPO (+51);MADRID-F09-PB-AP-LUSTRE WENGUE (copia);2;Units;
MADRID SOFA 2 CPO (+51);LISTON 1X2X1,850;9,28;ft²;
MADRID SOFA 2 CPO (+51);LISTON 1X2X0,630;4,48;ft²;
MADRID SOFA 2 CPO (+51);LISTON 1X3X1,850;3,1;ft²;
MADRID SOFA 2 CPO (+51);MDF 9MM                       ;2,01;m²;
MADRID SOFA 2 CPO (+51);AMINA                         ;3,288;g;
MADRID SOFA 2 CPO (+51);TDI (DI ISIOCANATO DE TOLUENO);896,568;g;
MADRID SOFA 2 CPO (+51);PASTA AMARILLA;0,4992;g;
MADRID SOFA 2 CPO (+51);T9 (OCTOATO DE ESTAAÑO)       ;3,7776;g;
MADRID SOFA 2 CPO (+51);VORANOL 3011 (POLIOL)         ;1643,6688;g;
MADRID SOFA 2 CPO (+51);CLORURO DE METILENO           ;36,5904;g;
MADRID SOFA 2 CPO (+51);SILICONA2 - B 8123 / 580      ;6,504;g;
MADRID SOFA 2 CPO (+51);PASTA NEGRA;4,6272;g;
MADRID SOFA 2 CPO (+51);SILICONA1 B 8228 - 594        ;13,2288;g;
MADRID SOFA 2 CPO (+51);Cascara;4,8;kg;
MADRID SOFA 2 CPO (+51);AUT HEX. MAD P AGU T2 12X1 1/2;10;Units;
MADRID SOFA 2 CPO (+51);AUT HEX. MAD P AGU T2 12X2;4;Units;
MADRID SOFA 2 CPO (+51);CADENA NYLON N 5 (ESTANDAR);1,84;m;
MADRID SOFA 2 CPO (+51);CINCHA ELASTICA ASIENTO;4,44;m;
MADRID SOFA 2 CPO (+51);CLAVO CABEZA PLASTICA 1;6;Units;
MADRID SOFA 2 CPO (+51);DESLIZADOR NRO 5;2;Units;
MADRID SOFA 2 CPO (+51);ELASTICO BENTLEY ALGO ART 548;0,6;m;
MADRID SOFA 2 CPO (+51);ETIQUETA BORDAD LIVING;1;Units;
MADRID SOFA 2 CPO (+51);GRAMPA 84/14;0,25;Unidad de Mil;
MADRID SOFA 2 CPO (+51);GRAMPA 84/8;1,5;Unidad de Mil;
MADRID SOFA 2 CPO (+51);GRAMPA 92/40;0,45;Unidad de Mil;
MADRID SOFA 2 CPO (+51);HILO VAHE (ESTANDAR) X;50;m;
MADRID SOFA 2 CPO (+51);LIENZO TNT 75 ANCHO (ALPILL);1,44;m;
MADRID SOFA 2 CPO (+51);NYLON BOLSA 189X280X80 (LEAN);1;Units;
MADRID SOFA 2 CPO (+51);PCP-65 (REGATON 70X65);4;Units;
MADRID SOFA 2 CPO (+51);TNT 120G - 1,5M - BLANCO/NEGRO;0,26;m;
ONIX HORIZONTAL 1 CPO;CORTE DE TELA 1;1;Units;
ONIX HORIZONTAL 1 CPO;LISTON 1X2X0,700;0,77;ft²;
ONIX HORIZONTAL 1 CPO;LISTON 1X2X0,920;1,01;ft²;
ONIX HORIZONTAL 1 CPO;LISTON 1X2X1,850;2,99;ft²;
ONIX HORIZONTAL 1 CPO;LISTON 1X3X0,760;2,49;ft²;
ONIX HORIZONTAL 1 CPO;LISTON 1X3X0,920;3,02;ft²;
ONIX HORIZONTAL 1 CPO;MDF 15MM;1,67;m²;
ONIX HORIZONTAL 1 CPO;CHAPADUR 3MM                  ;1,62;m²;
ONIX HORIZONTAL 1 CPO;AMINA                         ;6,5862;g;
ONIX HORIZONTAL 1 CPO;TDI (DI ISIOCANATO DE TOLUENO);1594,9631;g;
ONIX HORIZONTAL 1 CPO;PASTA AMARILLA;0,8424;g;
ONIX HORIZONTAL 1 CPO;T9 (OCTOATO DE ESTAAÑO)       ;7,463;g;
